data_hora,equipamento_id,tipo_operacao,cultura,umidade_solo,precipitacao_24h,precipitacao_prevista,temperatura,declividade_terreno,distancia_corpo_dagua,tipo_solo,historico_sinistros_area,horas_uso_equipamento,ultima_manutencao_dias,velocidade_vento,risco_label
2026-06-19 09:00,TRAT-003,campo,cana,49.1,0.1,2.7,30.8,19.1,386.0,latossolo,1,1969.3,72,8.6,0
2026-06-19 15:30,TRAT-005,campo,milho,57.0,6.8,4.7,27.5,11.1,111.2,argissolo,4,1190.9,48,14.4,1
2026-06-19 09:30,TRAT-004,campo,milho,69.4,5.3,0.1,28.1,3.8,273.4,latossolo,2,1443.3,88,23.0,0
2026-06-20 14:00,TRAT-002,campo,soja,47.8,3.1,1.3,30.4,5.3,213.7,latossolo,2,689.3,85,4.2,0
2026-06-20 14:15,COLH-003,transporte,soja,63.5,36.4,7.5,29.3,15.9,173.5,argissolo,4,1549.3,30,12.6,1
2026-06-20 14:45,TRAT-004,campo,milho,56.9,22.7,12.5,30.0,4.3,151.5,latossolo,0,1444.4,70,5.8,0
2026-06-21 09:30,TRAT-005,campo,soja,92.0,36.2,10.2,27.1,3.6,108.7,gleissolo,0,1192.4,6,24.4,1
2026-06-21 08:45,PLAN-002,campo,cana,37.3,10.0,4.8,25.3,8.6,598.2,latossolo,1,1676.2,58,19.6,0
2026-06-21 15:00,TRAT-003,campo,cana,47.5,15.3,11.7,29.3,17.5,462.9,latossolo,2,1970.8,21,15.6,0
2026-06-22 06:00,TRAT-005,campo,soja,78.0,28.1,8.5,33.7,13.9,185.6,argissolo,2,1193.9,71,16.6,1
2026-06-22 15:15,COLH-005,campo,cana,79.8,40.7,9.2,22.1,18.8,79.7,argissolo,4,1081.8,65,24.4,1
2026-06-22 08:15,COLH-001,transporte,soja,66.4,37.7,1.2,27.3,12.1,160.1,argissolo,0,1364.6,68,14.7,1
2026-06-23 06:45,COLH-003,campo,cana,54.2,15.5,4.6,28.1,5.3,200.0,latossolo,2,1550.4,63,26.8,0
2026-06-23 09:30,PLAN-001,transporte,cana,58.6,2.9,3.8,24.7,7.8,511.4,latossolo,2,879.4,42,17.1,0
2026-06-23 07:45,TRAT-003,transporte,cana,73.3,12.5,14.0,26.7,10.0,71.4,argissolo,1,1972.0,48,6.6,1
2026-06-23 09:15,COLH-005,campo,cana,63.6,12.1,7.6,33.1,4.8,664.4,latossolo,2,1083.6,27,21.5,0
2026-06-24 14:45,COLH-003,transporte,cana,83.9,43.8,6.8,23.6,9.1,104.7,argissolo,5,1551.4,70,11.2,1
2026-06-25 07:15,PLAN-002,campo,cana,69.3,16.3,14.4,28.0,14.3,519.8,latossolo,1,1677.9,95,6.8,0
2026-06-26 15:30,COLH-003,transporte,cana,32.1,1.4,1.3,31.4,19.7,359.5,latossolo,2,1553.0,37,7.5,0
2026-06-27 14:00,COLH-001,transporte,soja,71.9,14.0,9.7,26.7,11.0,185.1,argissolo,5,1365.3,41,20.6,1
2026-06-28 09:30,PLAN-001,campo,cana,61.2,21.8,12.4,32.9,14.5,491.3,latossolo,2,880.5,52,22.1,1
2026-06-28 08:45,TRAT-003,transporte,soja,50.6,9.4,2.1,28.7,3.9,245.6,latossolo,2,1973.1,37,4.1,0
2026-06-28 07:30,PLAN-002,campo,cana,69.7,27.9,5.4,31.4,7.4,182.4,argissolo,1,1678.9,28,16.5,1
2026-06-28 14:45,TRAT-002,campo,soja,63.8,43.0,9.3,27.7,11.9,116.2,argissolo,5,690.4,6,6.8,1
2026-06-28 06:30,COLH-003,transporte,soja,41.3,22.8,12.3,26.5,16.4,447.1,latossolo,1,1553.6,67,5.1,1
2026-06-28 14:00,TRAT-002,campo,cana,61.3,30.2,3.2,30.2,17.0,175.4,argissolo,1,691.4,73,23.9,1
2026-06-29 15:15,TRAT-001,campo,milho,37.1,6.3,0.4,31.9,18.4,190.3,latossolo,3,221.8,54,14.8,1
2026-06-30 09:00,PLAN-001,campo,cana,72.6,33.0,1.1,33.1,3.5,201.2,argissolo,2,881.8,43,18.6,1
2026-07-01 09:00,COLH-005,campo,soja,61.9,13.6,14.4,23.7,14.0,365.0,latossolo,2,1084.3,87,13.0,1
2026-07-01 06:00,PLAN-002,campo,cana,61.3,34.7,10.9,24.5,18.3,67.0,argissolo,4,1680.6,23,7.9,1
2026-07-02 06:15,PLAN-002,transporte,cana,41.6,1.7,0.5,30.7,10.5,452.3,latossolo,1,1681.4,50,7.1,0
2026-07-02 14:00,TRAT-004,campo,milho,57.7,3.8,2.8,31.7,19.2,512.7,latossolo,0,1446.0,5,11.5,0
2026-07-03 08:15,COLH-001,transporte,milho,49.5,2.7,3.2,23.0,6.7,576.1,latossolo,0,1365.9,73,8.7,0
2026-07-03 06:00,PLAN-002,campo,cana,40.4,22.3,8.1,29.8,4.2,170.2,latossolo,3,1682.9,33,25.4,1
2026-07-04 09:00,COLH-003,campo,soja,79.2,29.6,2.5,28.2,9.8,219.6,argissolo,0,1555.4,77,26.8,0
2026-07-04 08:00,TRAT-004,transporte,soja,31.7,5.2,4.5,26.3,10.2,353.2,latossolo,1,1447.7,10,5.0,0
2026-07-04 15:30,PLAN-002,campo,soja,53.5,22.5,1.2,25.0,19.5,358.2,latossolo,0,1684.3,71,13.7,0
2026-07-05 09:00,PLAN-001,transporte,milho,55.7,5.3,0.9,26.3,14.8,192.4,latossolo,0,882.7,89,9.5,0
2026-07-05 15:45,COLH-005,campo,soja,62.3,10.1,8.9,23.6,11.0,132.2,argissolo,4,1086.2,23,5.3,1
2026-07-05 14:00,TRAT-005,transporte,soja,64.7,4.3,4.2,29.2,16.2,696.0,latossolo,0,1195.5,84,19.8,0
2026-07-06 14:00,TRAT-004,campo,soja,64.4,12.6,6.3,23.8,3.3,261.3,latossolo,1,1449.2,83,18.4,0
2026-07-06 09:15,PLAN-002,campo,soja,88.0,43.5,5.6,22.5,11.3,99.7,gleissolo,1,1686.0,66,22.9,1
2026-07-06 07:30,COLH-005,transporte,soja,46.3,4.7,3.5,31.5,12.2,632.2,latossolo,0,1087.1,71,4.2,0
2026-07-07 08:00,TRAT-003,campo,cana,46.9,9.1,1.4,30.2,15.5,620.2,latossolo,1,1974.3,75,22.8,0
2026-07-08 08:30,PLAN-002,campo,cana,64.6,3.0,1.1,31.4,19.1,225.9,latossolo,0,1687.1,32,16.2,0
2026-07-08 09:00,TRAT-002,transporte,milho,76.3,30.0,1.2,22.5,8.6,69.2,gleissolo,3,693.2,83,19.7,1
2026-07-08 15:45,COLH-005,campo,cana,78.9,55.3,7.7,30.4,12.9,76.6,gleissolo,5,1088.6,9,12.6,1
2026-07-08 08:45,COLH-001,campo,milho,77.1,7.7,0.5,25.4,16.9,153.5,argissolo,4,1367.5,49,12.3,1
2026-07-08 09:45,PLAN-002,campo,soja,32.9,7.4,4.7,31.6,19.2,208.6,latossolo,2,1688.8,78,10.0,0
2026-07-09 07:30,COLH-005,campo,cana,80.2,37.2,11.8,24.6,14.5,73.4,gleissolo,2,1090.1,57,26.9,1
2026-07-09 07:30,TRAT-002,campo,cana,93.6,41.4,5.3,32.7,6.5,36.8,gleissolo,5,694.1,92,26.3,1
2026-07-09 15:15,TRAT-005,campo,soja,82.1,55.1,1.8,22.9,19.2,105.3,gleissolo,3,1196.4,83,4.2,1
2026-07-09 08:30,COLH-005,transporte,cana,94.7,61.2,4.2,24.7,12.2,74.2,gleissolo,0,1091.4,72,23.2,1
2026-07-09 09:15,COLH-005,transporte,cana,55.3,32.0,5.7,23.2,8.2,113.1,argissolo,2,1092.6,28,17.2,1
2026-07-10 08:15,COLH-005,campo,milho,80.6,16.2,2.7,23.6,12.2,124.5,argissolo,1,1093.5,17,21.3,1
2026-07-11 07:15,TRAT-003,campo,soja,69.8,21.2,7.8,30.6,16.0,424.8,latossolo,1,1975.5,37,17.5,0
2026-07-12 15:15,TRAT-001,campo,milho,48.0,8.4,1.8,28.7,18.7,496.4,latossolo,1,222.9,49,4.5,0
2026-07-12 08:30,COLH-001,campo,milho,57.4,29.5,7.0,33.5,17.6,139.4,argissolo,5,1369.2,48,14.1,1
2026-07-13 06:15,COLH-001,campo,milho,73.2,20.8,13.3,31.4,18.9,192.1,argissolo,5,1370.6,80,16.5,1
2026-07-13 06:15,TRAT-004,campo,cana,60.0,9.1,0.3,32.5,11.6,66.0,argissolo,0,1451.0,55,16.6,0
2026-07-13 14:15,TRAT-002,campo,milho,41.4,15.7,2.0,32.1,2.0,286.1,latossolo,2,694.9,50,24.6,0
2026-07-14 14:30,PLAN-001,campo,cana,68.7,35.0,13.2,27.2,13.3,168.2,argissolo,4,884.4,44,25.8,1
2026-07-14 09:30,COLH-001,campo,soja,62.6,21.2,5.2,27.6,1.7,150.1,latossolo,3,1371.8,66,11.2,1
2026-07-15 06:30,TRAT-004,campo,cana,58.6,16.1,12.4,24.6,3.0,287.4,latossolo,2,1453.0,35,16.4,0
2026-07-16 15:30,COLH-003,campo,soja,55.5,15.4,4.1,29.5,5.0,309.3,latossolo,0,1556.9,24,5.2,0
2026-07-16 08:30,TRAT-003,campo,cana,30.6,5.4,2.1,31.4,10.7,199.6,latossolo,2,1976.9,64,20.7,0
2026-07-16 06:30,COLH-003,campo,milho,40.0,9.5,0.1,33.7,14.7,642.6,latossolo,1,1558.2,61,9.9,0
2026-07-16 15:00,PLAN-001,campo,soja,42.5,8.1,3.1,22.5,18.8,524.8,latossolo,2,885.6,20,10.1,0
2026-07-16 06:15,TRAT-002,campo,milho,41.0,3.0,3.9,22.1,2.3,242.0,latossolo,2,695.9,65,20.5,0
2026-07-16 07:45,TRAT-002,campo,milho,87.5,22.7,9.7,30.4,16.1,119.7,gleissolo,1,696.6,67,9.6,1
2026-07-17 15:15,TRAT-001,campo,milho,56.2,33.3,8.4,28.5,10.6,100.1,argissolo,4,223.6,28,17.0,1
2026-07-18 14:15,TRAT-002,campo,milho,44.7,0.0,3.2,26.5,4.9,294.8,latossolo,0,698.6,84,24.6,0
2026-07-18 15:00,PLAN-001,transporte,soja,71.5,29.5,4.8,29.7,3.5,149.5,argissolo,4,887.1,89,5.6,1
2026-07-18 06:15,TRAT-002,campo,soja,45.5,12.2,9.4,29.1,2.4,503.0,latossolo,0,700.3,82,21.2,0
2026-07-18 06:45,TRAT-001,campo,cana,82.4,51.9,12.4,25.2,2.3,67.4,gleissolo,0,224.6,43,5.9,1
2026-07-18 15:15,PLAN-001,campo,soja,73.8,12.2,11.2,27.0,3.5,99.8,argissolo,5,888.9,78,12.6,1
2026-07-19 07:15,PLAN-001,campo,milho,73.0,42.3,13.5,28.6,19.9,156.8,argissolo,2,890.1,57,22.3,1
2026-07-20 14:15,COLH-003,transporte,cana,47.9,9.9,3.6,33.8,12.5,678.9,latossolo,2,1560.2,22,27.8,0
2026-07-21 07:30,TRAT-001,transporte,cana,85.2,45.7,8.6,23.1,10.0,112.7,gleissolo,1,225.4,22,10.4,1
2026-07-21 08:30,TRAT-002,campo,cana,89.5,55.7,2.6,31.9,14.3,96.1,gleissolo,4,700.8,17,18.3,1
2026-07-22 06:30,COLH-001,transporte,milho,64.8,5.7,3.3,29.2,1.7,627.3,latossolo,2,1373.4,53,5.3,0
2026-07-23 08:15,TRAT-003,campo,cana,90.1,45.9,1.4,27.2,16.0,117.4,gleissolo,1,1977.4,21,12.1,1
2026-07-23 08:00,COLH-003,campo,cana,52.4,12.2,9.8,24.4,12.9,224.2,latossolo,2,1561.2,72,9.9,0
2026-07-24 15:00,TRAT-002,campo,milho,43.8,16.4,11.5,24.0,8.0,254.8,latossolo,1,701.8,84,7.5,0
2026-07-24 15:30,TRAT-003,transporte,soja,68.0,23.2,13.0,31.8,1.8,180.0,latossolo,5,1978.6,19,11.3,1
2026-07-25 15:15,TRAT-004,campo,milho,84.8,32.8,10.0,26.5,18.3,174.6,argissolo,4,1454.7,10,10.1,1
2026-07-25 06:45,TRAT-001,campo,cana,56.4,21.6,0.3,32.4,13.5,618.6,latossolo,0,227.2,53,16.2,0
2026-07-26 14:00,TRAT-003,campo,milho,56.2,41.9,4.6,27.9,15.3,192.5,argissolo,0,1979.8,49,20.4,1
2026-07-27 14:30,TRAT-001,campo,milho,75.6,45.0,4.2,23.8,18.1,103.3,gleissolo,5,228.8,22,6.1,1
2026-07-27 07:15,COLH-003,transporte,cana,38.3,3.5,2.7,31.6,17.5,448.2,latossolo,1,1561.8,93,20.9,1
2026-07-27 07:15,COLH-001,campo,cana,81.4,59.6,10.9,31.2,17.8,40.7,gleissolo,3,1374.7,57,11.3,1
2026-07-28 07:00,TRAT-003,campo,cana,73.4,28.9,3.5,22.3,3.0,171.1,argissolo,3,1980.8,22,16.1,1
2026-07-29 09:45,COLH-005,campo,soja,68.8,23.1,14.3,24.7,13.9,374.7,latossolo,0,1095.2,31,5.6,0
2026-07-30 15:30,COLH-005,transporte,milho,59.4,9.5,1.6,29.3,15.2,173.0,latossolo,4,1097.1,73,16.6,1
2026-07-30 09:45,TRAT-001,transporte,soja,77.1,27.3,7.7,29.6,2.4,129.1,argissolo,2,229.9,61,13.6,1
2026-07-31 07:45,TRAT-005,campo,soja,68.9,30.8,1.4,28.0,4.8,230.7,argissolo,2,1198.2,94,17.1,0
2026-08-01 06:15,COLH-005,campo,cana,76.8,34.6,9.7,30.5,4.5,109.4,gleissolo,5,1098.9,20,6.2,1
2026-08-02 14:45,PLAN-001,campo,soja,60.7,22.8,8.5,29.9,4.3,359.3,latossolo,0,891.2,27,22.5,0
2026-08-03 15:45,TRAT-005,campo,soja,75.1,54.4,0.2,28.0,10.7,116.4,gleissolo,0,1199.3,82,25.2,1
2026-08-04 09:45,TRAT-002,campo,soja,54.8,13.9,12.4,22.6,4.2,451.0,latossolo,2,702.4,49,4.9,0
2026-08-05 06:00,TRAT-002,campo,soja,56.4,17.5,8.6,28.7,19.4,306.4,latossolo,2,704.2,79,12.6,1
2026-08-06 08:45,TRAT-002,transporte,cana,34.9,21.5,4.9,27.0,5.4,408.9,latossolo,0,704.8,83,5.4,0
2026-08-06 15:30,COLH-003,campo,milho,54.9,23.2,9.2,28.0,15.0,466.3,latossolo,1,1563.1,68,23.4,0
2026-08-06 07:00,TRAT-002,campo,cana,61.2,29.6,6.2,22.5,8.0,197.5,argissolo,5,706.2,32,4.3,1
2026-08-07 06:30,TRAT-005,campo,milho,65.0,20.8,8.5,33.5,16.9,72.8,argissolo,1,1200.2,47,24.0,1
2026-08-08 06:15,COLH-005,campo,milho,81.7,55.3,6.2,30.9,16.9,78.3,gleissolo,2,1100.5,77,21.4,1
2026-08-08 14:30,COLH-001,campo,soja,69.3,15.7,12.6,28.9,8.7,167.1,latossolo,4,1376.3,19,24.8,1
2026-08-09 08:45,TRAT-002,campo,soja,42.1,13.1,2.6,26.5,2.2,606.2,latossolo,0,707.0,16,14.7,0
2026-08-10 07:30,COLH-005,campo,cana,60.8,2.5,4.9,28.2,19.9,330.0,latossolo,0,1101.5,9,15.0,0
2026-08-10 08:00,PLAN-002,transporte,milho,50.8,16.5,4.7,28.9,7.3,175.4,latossolo,1,1690.0,46,8.8,0
2026-08-11 15:00,TRAT-005,campo,milho,52.4,2.6,2.7,28.6,6.5,677.1,latossolo,2,1202.1,41,17.8,0
2026-08-12 14:45,TRAT-001,campo,milho,82.7,23.9,5.9,30.5,18.0,34.5,gleissolo,5,230.9,93,20.8,1
2026-08-13 07:00,COLH-005,campo,soja,84.4,40.5,10.3,30.5,10.1,112.8,gleissolo,1,1103.1,33,7.4,1
2026-08-14 09:15,COLH-001,transporte,milho,49.0,8.8,2.3,24.0,15.7,166.6,latossolo,4,1377.9,78,7.1,1
2026-08-14 14:00,TRAT-005,campo,milho,62.3,11.4,7.2,22.8,5.4,97.7,argissolo,5,1202.9,80,14.3,1
2026-08-15 07:00,PLAN-002,transporte,soja,71.7,37.9,2.6,33.5,2.8,142.6,argissolo,0,1690.9,92,23.5,1
2026-08-16 09:00,TRAT-002,campo,soja,87.7,20.0,2.2,23.8,11.3,111.3,gleissolo,3,707.5,83,17.9,1
2026-08-17 14:30,COLH-003,campo,milho,87.2,43.0,12.7,32.2,2.7,82.4,gleissolo,4,1564.9,11,4.0,1
2026-08-18 08:00,TRAT-004,campo,cana,45.3,9.5,2.7,29.9,10.3,325.0,latossolo,0,1455.3,76,13.2,0
2026-08-19 08:15,TRAT-003,campo,cana,49.5,10.9,14.9,23.0,13.4,546.7,latossolo,1,1982.2,63,25.4,0
2026-08-20 09:45,PLAN-001,transporte,milho,54.2,14.4,12.7,24.8,10.8,252.2,latossolo,1,891.8,74,17.8,1
2026-08-20 15:30,TRAT-002,campo,cana,51.1,21.5,11.3,25.4,11.1,551.6,latossolo,2,708.3,83,6.1,0
2026-08-20 14:00,COLH-001,campo,soja,48.8,18.3,6.3,33.5,16.3,432.0,latossolo,1,1378.6,26,4.8,0
2026-08-21 06:45,PLAN-002,campo,soja,77.1,6.1,2.4,23.5,2.9,108.4,argissolo,2,1692.6,37,7.2,1
2026-08-22 15:00,PLAN-002,campo,cana,66.1,12.0,11.7,24.8,4.8,181.8,argissolo,4,1693.5,9,12.2,1
2026-08-22 09:45,COLH-003,campo,milho,72.3,38.7,0.8,25.2,16.7,83.5,argissolo,0,1566.2,26,15.1,1
2026-08-23 09:45,COLH-005,campo,cana,93.5,40.2,10.2,33.5,14.1,31.1,gleissolo,0,1104.9,17,26.0,1
2026-08-24 08:30,TRAT-005,transporte,milho,78.2,35.0,11.0,29.1,5.1,128.2,argissolo,2,1204.9,91,20.6,1
2026-08-24 06:00,COLH-003,campo,soja,76.8,15.1,0.5,29.4,2.6,120.3,argissolo,4,1567.4,89,25.5,1
2026-08-24 06:15,COLH-003,campo,cana,81.9,32.8,3.8,27.6,18.8,243.4,argissolo,2,1568.2,63,26.1,1
2026-08-25 08:15,TRAT-002,campo,soja,32.4,23.9,4.0,27.3,10.6,333.0,latossolo,0,709.5,83,13.4,0
2026-08-25 14:45,TRAT-004,campo,soja,77.1,23.3,8.6,25.0,9.7,94.4,gleissolo,3,1457.2,24,19.7,1
2026-08-25 08:15,COLH-001,transporte,cana,60.8,12.0,6.1,30.7,16.5,539.2,latossolo,0,1380.5,74,9.4,0
2026-08-26 14:30,COLH-001,campo,milho,55.9,9.1,4.3,26.1,17.1,698.4,latossolo,1,1381.6,87,8.9,0
2026-08-27 08:45,TRAT-002,campo,milho,47.5,4.7,0.2,22.3,19.9,636.9,latossolo,0,711.0,67,13.3,0
2026-08-28 14:45,TRAT-001,campo,soja,46.2,5.3,3.3,28.3,18.9,546.6,latossolo,2,232.3,24,21.8,0
2026-08-28 15:15,COLH-005,campo,milho,79.9,49.2,0.2,29.6,18.2,85.7,gleissolo,0,1106.4,63,18.7,1
2026-08-28 06:45,PLAN-002,transporte,soja,43.5,20.9,11.1,26.8,3.7,261.5,latossolo,2,1694.1,78,17.1,1
2026-08-28 14:15,COLH-001,campo,milho,57.9,13.8,6.6,33.1,2.3,378.3,latossolo,0,1382.9,85,18.7,0
2026-08-28 06:00,TRAT-001,campo,soja,63.5,32.7,11.9,27.7,3.8,168.7,argissolo,1,233.1,86,10.5,1
2026-08-28 14:00,PLAN-002,campo,milho,79.8,17.0,6.3,28.7,5.1,67.6,argissolo,4,1695.1,17,18.9,1
2026-08-28 15:15,TRAT-005,campo,soja,84.1,24.0,2.6,30.0,2.3,187.0,argissolo,5,1205.7,51,10.8,1
2026-08-29 06:00,TRAT-001,transporte,soja,50.6,1.8,1.2,27.3,12.2,166.0,latossolo,3,234.3,30,21.9,1
2026-08-29 08:15,TRAT-002,campo,milho,79.4,41.2,7.3,32.7,4.2,63.8,gleissolo,4,712.7,63,8.3,1
2026-08-30 15:30,TRAT-005,campo,soja,41.2,2.8,2.3,27.0,15.6,462.8,latossolo,0,1206.9,42,18.5,0
2026-08-30 06:45,PLAN-001,campo,soja,63.4,34.2,11.0,25.0,7.6,217.4,argissolo,2,892.4,33,25.4,1
2026-08-30 09:00,TRAT-001,transporte,cana,70.9,24.2,12.0,31.9,9.9,56.7,argissolo,1,236.1,15,17.4,1
2026-08-31 07:30,TRAT-005,campo,soja,36.5,11.5,8.6,29.0,19.6,518.0,latossolo,1,1208.6,22,25.0,0
2026-09-01 15:00,TRAT-002,campo,cana,47.0,6.7,4.7,28.5,16.2,168.0,latossolo,5,713.8,15,18.9,1
2026-09-01 06:00,COLH-003,campo,cana,55.9,17.6,8.4,31.3,4.1,351.5,latossolo,1,1569.1,35,17.0,0
2026-09-01 08:30,TRAT-005,campo,milho,43.8,12.2,7.9,23.5,14.6,184.9,latossolo,5,1209.7,73,25.6,1
2026-09-02 07:45,TRAT-002,campo,soja,34.4,6.9,3.5,28.0,17.7,676.1,latossolo,2,714.8,85,4.5,0
2026-09-02 08:45,COLH-005,campo,soja,64.9,5.8,4.7,29.7,9.1,184.6,latossolo,2,1108.2,88,19.5,1
2026-09-03 08:15,TRAT-005,campo,milho,41.5,21.1,2.2,25.4,19.2,354.5,latossolo,2,1210.9,25,21.1,0
2026-09-03 07:15,TRAT-002,campo,milho,66.1,13.2,10.6,30.0,19.6,138.2,argissolo,1,715.9,52,14.8,1
2026-09-04 06:45,COLH-005,transporte,milho,94.4,44.6,7.6,29.8,7.0,44.0,gleissolo,2,1109.2,78,20.0,1
2026-09-05 15:00,COLH-005,transporte,soja,55.7,29.7,3.3,26.3,7.5,73.4,argissolo,4,1110.9,87,8.7,1
2026-09-06 06:00,PLAN-001,transporte,cana,70.4,12.8,4.8,29.3,19.0,67.5,argissolo,5,893.8,51,13.5,1
2026-09-07 09:30,TRAT-001,campo,milho,52.4,5.4,4.4,30.9,9.2,395.1,latossolo,1,236.6,41,7.9,0
2026-09-08 07:00,TRAT-003,campo,milho,81.7,62.0,8.9,26.5,1.6,77.3,gleissolo,5,1983.7,39,13.9,1
2026-09-08 07:45,TRAT-005,campo,soja,86.7,42.2,11.1,24.7,16.1,57.2,gleissolo,1,1211.8,38,11.2,1
2026-09-09 15:30,COLH-003,campo,cana,77.9,24.7,14.6,29.2,8.2,55.7,argissolo,3,1570.6,77,14.5,1
2026-09-10 08:00,TRAT-005,campo,soja,57.7,8.9,0.3,26.3,13.3,403.6,latossolo,1,1213.3,11,11.0,0
2026-09-10 15:15,TRAT-002,campo,soja,79.8,32.4,4.5,30.2,14.2,224.5,argissolo,0,717.9,73,17.9,1
2026-09-10 14:30,COLH-001,transporte,milho,34.1,3.9,1.1,24.3,18.1,650.9,latossolo,2,1384.6,93,24.0,0
2026-09-10 09:00,TRAT-002,transporte,soja,44.5,20.4,13.3,29.2,15.6,321.4,latossolo,1,719.6,27,21.0,1
2026-09-10 07:15,TRAT-004,campo,soja,57.6,19.6,1.2,31.3,15.5,193.2,latossolo,0,1457.7,30,6.6,0
2026-09-10 06:30,TRAT-001,campo,cana,35.0,15.0,8.8,24.4,13.9,203.1,latossolo,0,238.2,16,7.5,0
2026-09-11 08:15,PLAN-001,transporte,cana,34.0,14.5,0.2,24.6,5.0,463.6,latossolo,1,895.4,26,25.6,0
2026-09-11 14:45,COLH-001,campo,soja,37.2,8.9,1.9,24.6,5.7,676.8,latossolo,0,1385.9,45,7.0,0
2026-09-11 08:30,PLAN-001,campo,soja,41.3,15.0,4.7,33.7,9.7,213.6,latossolo,2,896.7,57,11.0,0
2026-09-11 09:30,TRAT-003,campo,cana,47.5,16.5,1.3,23.7,8.9,207.8,latossolo,2,1985.0,18,21.8,0
2026-09-11 08:15,COLH-001,campo,milho,59.0,7.0,3.6,29.0,6.5,611.0,latossolo,2,1386.6,56,12.5,0
2026-09-12 14:30,TRAT-003,transporte,soja,39.2,23.6,0.4,30.9,16.9,419.1,latossolo,1,1986.8,91,4.6,1
2026-09-13 08:00,TRAT-002,campo,cana,61.1,31.5,7.4,25.1,7.9,208.5,argissolo,2,720.1,74,4.4,1
2026-09-14 09:45,COLH-001,transporte,milho,52.3,21.5,4.5,30.5,10.6,168.1,latossolo,1,1388.1,44,21.2,1
2026-09-14 15:45,COLH-005,campo,soja,69.8,43.8,9.3,26.2,19.6,128.3,argissolo,2,1112.2,12,4.7,1
2026-09-15 15:00,COLH-001,campo,milho,44.1,16.5,3.7,29.8,12.5,346.6,latossolo,2,1389.3,13,24.9,0
2026-09-15 14:30,TRAT-001,campo,milho,63.0,32.8,8.8,33.8,8.5,230.3,argissolo,1,239.8,46,17.7,0
2026-09-15 08:45,PLAN-001,transporte,cana,44.5,10.9,7.5,32.2,16.1,488.2,latossolo,2,898.5,32,10.9,1
2026-09-16 14:00,PLAN-002,campo,milho,51.2,10.7,5.2,22.9,16.7,461.5,latossolo,2,1696.9,43,14.4,0
2026-09-16 09:30,PLAN-002,campo,cana,55.6,33.1,12.9,28.9,5.4,86.1,argissolo,5,1698.2,64,10.4,1
2026-09-17 14:15,COLH-001,campo,soja,42.0,10.9,4.8,32.0,2.7,526.9,latossolo,0,1390.0,57,10.4,0
2026-09-17 15:15,COLH-003,campo,soja,63.1,11.6,8.4,27.2,13.5,285.1,latossolo,0,1571.5,30,7.8,0
2026-09-18 15:15,TRAT-001,transporte,milho,81.9,17.6,4.5,22.8,19.2,61.1,argissolo,2,241.5,90,19.8,1
2026-09-18 06:00,PLAN-001,campo,cana,80.0,59.8,3.6,23.5,16.4,113.8,gleissolo,2,899.1,79,21.7,1
2026-09-18 07:15,TRAT-002,campo,milho,53.6,12.3,5.6,33.4,7.4,289.9,latossolo,1,721.7,65,20.4,0
2026-09-18 09:30,TRAT-005,campo,cana,62.0,1.4,4.6,30.1,6.2,556.7,latossolo,1,1214.6,44,19.3,0
2026-09-18 09:45,TRAT-001,transporte,milho,81.0,62.1,11.4,25.6,17.4,112.6,gleissolo,1,242.1,61,19.2,1
2026-09-19 08:00,COLH-005,campo,milho,83.4,61.3,1.5,23.9,6.3,59.9,gleissolo,0,1112.8,50,14.1,1
2026-09-20 15:00,TRAT-001,campo,soja,59.1,21.0,9.4,25.8,3.0,208.2,argissolo,0,243.9,36,16.4,0
2026-09-20 08:45,COLH-005,transporte,soja,63.1,20.0,3.0,27.0,4.9,528.1,latossolo,1,1114.4,78,9.4,0
2026-09-20 09:15,TRAT-005,campo,soja,54.0,3.7,4.8,24.0,12.0,489.9,latossolo,0,1216.2,72,14.4,0
2026-09-21 06:15,TRAT-004,campo,milho,35.2,21.4,9.0,33.9,6.7,421.8,latossolo,2,1459.4,29,14.0,0
2026-09-21 08:30,TRAT-004,campo,soja,48.3,0.3,0.7,25.9,14.3,526.3,latossolo,2,1460.5,32,21.1,0
2026-09-22 06:00,TRAT-001,campo,soja,54.3,16.8,12.0,30.5,16.5,344.9,latossolo,0,245.9,37,16.1,0
2026-09-23 07:00,PLAN-002,campo,soja,81.3,10.3,4.8,28.4,4.1,236.1,argissolo,0,1699.7,45,5.1,0
2026-09-24 09:30,TRAT-005,campo,milho,59.9,34.5,7.4,33.4,11.8,137.2,argissolo,5,1218.1,86,23.2,1
2026-09-24 07:15,TRAT-001,campo,soja,84.9,42.1,0.6,26.3,14.6,137.3,argissolo,3,247.0,63,15.8,1
2026-09-24 08:00,TRAT-004,transporte,soja,91.5,45.3,9.9,24.5,20.0,97.5,gleissolo,0,1462.1,72,22.4,1
2026-09-24 09:00,COLH-001,campo,cana,82.5,61.8,1.6,25.9,2.0,41.0,gleissolo,3,1390.9,95,19.8,1
2026-09-25 08:00,PLAN-002,transporte,milho,93.1,55.9,1.9,32.4,16.3,120.0,gleissolo,2,1700.4,46,23.2,1
2026-09-26 09:30,TRAT-003,campo,milho,36.5,19.5,4.3,31.0,13.6,618.8,latossolo,0,1987.6,43,15.8,0
2026-09-27 08:00,COLH-001,campo,milho,40.7,15.0,1.4,27.1,8.3,363.4,latossolo,0,1392.1,60,19.1,0
