timestamp,n,p,k,ph,umidade,bomba
2026-04-23 00:02:00,0,0,0,5.86,59.7,0
2026-04-23 00:04:00,0,0,0,5.86,61.5,0
2026-04-23 00:06:00,0,0,0,5.87,62.4,0
2026-04-23 00:08:00,0,0,0,5.86,63.5,0
2026-04-23 00:10:00,0,0,0,5.93,62.3,0
2026-04-23 00:12:00,0,0,0,5.86,61.8,0
2026-04-23 00:14:00,0,0,0,5.88,61.5,0
2026-04-23 00:16:00,1,0,0,5.85,61.4,0
2026-04-23 00:18:00,1,0,0,5.87,60.2,0
2026-04-23 00:20:00,1,0,0,5.92,60.3,0
2026-04-23 00:22:00,1,0,0,5.86,61.3,0
2026-04-23 00:24:00,1,0,0,5.78,59.9,0
2026-04-23 00:26:00,1,0,0,5.81,60.9,0
2026-04-23 00:28:00,1,0,0,5.79,61.3,0
2026-04-23 00:30:00,1,0,0,5.76,60.0,0
2026-04-23 00:32:00,1,0,0,5.76,60.6,0
2026-04-23 00:34:00,1,0,0,5.72,59.3,0
2026-04-23 00:36:00,1,0,0,5.62,61.0,0
2026-04-23 00:38:00,1,0,0,5.68,60.8,0
2026-04-23 00:40:00,1,0,0,5.75,61.4,0
2026-04-23 00:42:00,1,0,0,5.81,60.7,0
2026-04-23 00:44:00,1,0,0,5.76,60.5,0
2026-04-23 00:46:00,1,0,0,5.75,59.9,0
2026-04-23 00:48:00,1,0,0,5.8,60.4,0
2026-04-23 00:50:00,1,0,0,5.83,59.6,0
2026-04-23 00:52:00,1,0,0,5.85,59.4,0
2026-04-23 00:54:00,1,0,0,5.82,58.0,0
2026-04-23 00:56:00,1,0,0,5.82,57.8,0
2026-04-23 00:58:00,1,0,0,5.78,56.8,0
2026-04-23 01:00:00,1,0,0,5.75,57.3,0
2026-04-23 01:02:00,1,0,0,5.83,57.8,0
2026-04-23 01:04:00,1,0,0,5.79,58.9,0
2026-04-23 01:06:00,1,0,0,5.83,58.9,0
2026-04-23 01:08:00,1,0,0,5.8,58.5,0
2026-04-23 01:10:00,1,0,0,5.82,57.1,0
2026-04-23 01:12:00,1,0,0,5.85,56.9,0
2026-04-23 01:14:00,1,0,1,5.79,57.8,1
2026-04-23 01:16:00,1,0,1,5.76,57.0,1
2026-04-23 01:18:00,1,0,1,5.83,55.9,1
2026-04-23 01:20:00,1,0,1,5.79,55.7,1
2026-04-23 01:22:00,1,0,1,5.75,55.1,1
2026-04-23 01:24:00,1,0,1,5.82,55.7,1
2026-04-23 01:26:00,1,0,1,5.8,54.6,0
2026-04-23 01:28:00,1,0,1,5.7,55.7,1
2026-04-23 01:30:00,1,0,1,5.75,54.4,1
2026-04-23 01:32:00,1,0,1,5.75,55.3,1
2026-04-23 01:34:00,1,0,1,5.69,54.8,1
2026-04-23 01:36:00,1,0,0,5.7,55.8,0
2026-04-23 01:38:00,1,0,0,5.69,55.2,0
2026-04-23 01:40:00,1,0,0,5.74,53.4,0
2026-04-23 01:42:00,1,0,0,5.73,52.9,0
2026-04-23 01:44:00,1,0,0,5.8,52.0,0
2026-04-23 01:46:00,1,0,0,5.81,51.4,0
2026-04-23 01:48:00,1,0,0,5.79,51.6,0
2026-04-23 01:50:00,1,0,0,5.8,52.4,0
2026-04-23 01:52:00,1,0,0,5.74,51.5,0
2026-04-23 01:54:00,1,0,0,5.71,51.1,0
2026-04-23 01:56:00,1,0,0,5.64,52.5,0
2026-04-23 01:58:00,1,0,0,5.58,52.2,0
2026-04-23 02:00:00,1,0,0,5.54,51.9,0
2026-04-23 02:02:00,0,0,0,5.63,52.6,0
2026-04-23 02:04:00,0,0,0,5.55,52.6,0
2026-04-23 02:06:00,0,0,0,5.58,52.9,0
2026-04-23 02:08:00,0,0,0,5.56,53.5,0
2026-04-23 02:10:00,0,0,0,5.55,54.7,0
2026-04-23 02:12:00,0,0,0,5.57,55.6,0
2026-04-23 02:14:00,0,0,0,5.44,55.8,0
2026-04-23 02:16:00,0,0,0,5.45,56.4,0
2026-04-23 02:18:00,0,0,0,5.54,55.2,0
2026-04-23 02:20:00,0,0,0,5.53,55.1,0
2026-04-23 02:22:00,0,0,0,5.51,55.0,0
2026-04-23 02:24:00,0,0,0,5.45,54.1,0
2026-04-23 02:26:00,0,0,0,5.45,54.8,0
2026-04-23 02:28:00,0,0,0,5.47,55.1,0
2026-04-23 02:30:00,0,0,0,5.48,55.0,0
2026-04-23 02:32:00,0,0,0,5.45,54.4,0
2026-04-23 02:34:00,0,0,0,5.47,54.2,0
2026-04-23 02:36:00,0,0,0,5.46,55.2,0
2026-04-23 02:38:00,0,0,0,5.49,55.6,0
2026-04-23 02:40:00,0,0,0,5.51,54.9,0
2026-04-23 02:42:00,0,0,0,5.55,54.9,0
2026-04-23 02:44:00,0,0,0,5.57,55.0,0
2026-04-23 02:46:00,0,0,0,5.63,54.4,0
2026-04-23 02:48:00,0,0,0,5.71,53.7,0
2026-04-23 02:50:00,0,0,0,5.74,54.1,0
2026-04-23 02:52:00,0,0,0,5.86,53.3,0
2026-04-23 02:54:00,0,0,0,5.81,53.0,0
2026-04-23 02:56:00,0,0,0,5.87,52.0,0
2026-04-23 02:58:00,0,0,0,5.84,51.0,0
2026-04-23 03:00:00,0,0,0,5.81,49.1,0
2026-04-23 03:02:00,0,0,0,5.82,48.5,0
2026-04-23 03:04:00,0,0,0,5.77,48.7,0
2026-04-23 03:06:00,0,0,0,5.85,48.8,0
2026-04-23 03:08:00,0,0,0,5.91,51.0,0
2026-04-23 03:10:00,0,0,0,5.91,49.2,0
2026-04-23 03:12:00,0,0,0,5.86,49.4,0
2026-04-23 03:14:00,0,0,0,5.85,49.1,0
2026-04-23 03:16:00,0,0,0,5.91,48.4,0
2026-04-23 03:18:00,0,0,0,5.86,48.1,0
2026-04-23 03:20:00,0,0,0,5.86,48.0,0
2026-04-23 03:22:00,0,0,0,5.86,46.9,0
2026-04-23 03:24:00,0,0,0,5.91,45.9,0
2026-04-23 03:26:00,0,0,0,5.92,45.8,0
2026-04-23 03:28:00,0,0,0,5.91,46.1,0
2026-04-23 03:30:00,0,0,0,5.96,45.8,0
2026-04-23 03:32:00,0,0,0,5.97,45.0,0
2026-04-23 03:34:00,0,0,0,6.06,44.5,0
2026-04-23 03:36:00,0,0,0,6.0,43.8,0
2026-04-23 03:38:00,0,0,0,6.03,43.8,0
2026-04-23 03:40:00,0,0,0,6.02,44.4,0
2026-04-23 03:42:00,0,0,0,5.98,43.8,0
2026-04-23 03:44:00,0,0,0,6.04,44.2,0
2026-04-23 03:46:00,0,0,0,6.12,44.5,0
2026-04-23 03:48:00,0,0,0,6.18,45.8,0
2026-04-23 03:50:00,0,0,0,6.19,45.2,0
2026-04-23 03:52:00,0,0,0,6.14,44.5,0
2026-04-23 03:54:00,0,0,0,6.22,43.7,0
2026-04-23 03:56:00,0,0,0,6.18,43.5,0
2026-04-23 03:58:00,0,0,0,6.2,43.7,0
2026-04-23 04:00:00,0,0,0,6.14,43.4,0
2026-04-23 04:02:00,0,0,0,6.16,43.0,0
2026-04-23 04:04:00,0,0,0,5.99,40.9,0
2026-04-23 04:06:00,0,0,0,6.03,41.4,0
2026-04-23 04:08:00,0,0,0,6.03,41.3,0
2026-04-23 04:10:00,0,0,0,6.02,42.2,0
2026-04-23 04:12:00,0,0,0,6.07,40.9,0
2026-04-23 04:14:00,0,0,0,6.08,42.2,0
2026-04-23 04:16:00,0,0,0,6.08,41.8,0
2026-04-23 04:18:00,0,0,0,6.01,41.9,0
2026-04-23 04:20:00,0,0,0,5.92,42.1,0
2026-04-23 04:22:00,0,0,0,5.94,43.3,0
2026-04-23 04:24:00,0,0,0,6.0,44.5,0
2026-04-23 04:26:00,0,0,0,6.0,45.4,0
2026-04-23 04:28:00,0,0,0,6.06,43.0,0
2026-04-23 04:30:00,0,0,0,6.0,43.4,0
2026-04-23 04:32:00,0,0,0,5.98,43.1,0
2026-04-23 04:34:00,0,0,0,5.99,43.2,0
2026-04-23 04:36:00,0,0,0,5.98,42.5,0
2026-04-23 04:38:00,0,0,0,6.08,42.3,0
2026-04-23 04:40:00,0,0,0,6.15,44.0,0
2026-04-23 04:42:00,0,0,0,6.15,45.6,0
2026-04-23 04:44:00,0,0,0,6.23,45.6,0
2026-04-23 04:46:00,0,0,0,6.17,45.2,0
2026-04-23 04:48:00,0,0,0,6.2,44.5,0
2026-04-23 04:50:00,0,0,0,6.24,45.3,0
2026-04-23 04:52:00,0,0,0,6.33,43.9,0
2026-04-23 04:54:00,0,0,0,6.25,44.1,0
2026-04-23 04:56:00,0,0,0,6.2,43.7,0
2026-04-23 04:58:00,0,0,0,6.26,43.9,0
2026-04-23 05:00:00,0,0,0,6.22,44.2,0
2026-04-23 05:02:00,0,0,0,6.22,43.5,0
2026-04-23 05:04:00,0,0,0,6.27,44.7,0
2026-04-23 05:06:00,0,1,0,6.23,45.2,0
2026-04-23 05:08:00,0,1,0,6.21,45.0,0
2026-04-23 05:10:00,0,1,0,6.19,45.6,0
2026-04-23 05:12:00,0,1,0,6.27,44.4,0
2026-04-23 05:14:00,0,1,0,6.34,44.0,0
2026-04-23 05:16:00,0,1,0,6.34,44.0,0
2026-04-23 05:18:00,0,1,1,6.41,44.2,1
2026-04-23 05:20:00,0,1,1,6.48,45.3,1
2026-04-23 05:22:00,0,1,1,6.5,45.4,1
2026-04-23 05:24:00,0,1,1,6.53,44.9,1
2026-04-23 05:26:00,0,1,1,6.48,45.7,1
2026-04-23 05:28:00,0,1,1,6.46,44.7,1
2026-04-23 05:30:00,0,1,1,6.54,45.0,1
2026-04-23 05:32:00,0,1,1,6.55,44.5,1
2026-04-23 05:34:00,0,1,1,6.61,45.4,1
2026-04-23 05:36:00,0,1,1,6.57,45.6,1
2026-04-23 05:38:00,0,1,1,6.52,44.5,1
2026-04-23 05:40:00,0,1,1,6.54,46.1,1
2026-04-23 05:42:00,0,1,1,6.52,45.7,1
2026-04-23 05:44:00,0,1,1,6.43,46.0,1
2026-04-23 05:46:00,0,1,1,6.5,46.0,1
2026-04-23 05:48:00,0,1,1,6.51,46.8,1
2026-04-23 05:50:00,0,1,1,6.46,47.2,1
2026-04-23 05:52:00,0,1,1,6.49,44.9,1
2026-04-23 05:54:00,0,1,1,6.49,45.4,1
2026-04-23 05:56:00,0,1,1,6.52,44.9,1
2026-04-23 05:58:00,0,1,1,6.54,44.2,1
2026-04-23 06:00:00,0,1,1,6.56,44.4,1
2026-04-23 06:02:00,0,1,1,6.55,44.9,1
2026-04-23 06:04:00,0,1,1,6.48,44.9,1
2026-04-23 06:06:00,0,1,1,6.53,43.1,1
2026-04-23 06:08:00,0,1,1,6.52,43.5,1
2026-04-23 06:10:00,0,1,1,6.45,42.9,0
2026-04-23 06:12:00,0,1,1,6.46,43.0,1
2026-04-23 06:14:00,0,1,1,6.45,41.5,1
2026-04-23 06:16:00,0,1,1,6.35,41.5,1
2026-04-23 06:18:00,0,1,1,6.32,42.1,1
2026-04-23 06:20:00,0,1,1,6.45,41.9,1
2026-04-23 06:22:00,0,1,1,6.45,41.6,1
2026-04-23 06:24:00,0,1,1,6.53,42.4,1
2026-04-23 06:26:00,1,1,1,6.58,43.4,1
2026-04-23 06:28:00,1,1,1,6.59,42.6,1
2026-04-23 06:30:00,1,1,1,6.54,43.2,1
2026-04-23 06:32:00,1,1,1,6.56,42.6,1
2026-04-23 06:34:00,1,1,1,6.58,42.6,1
2026-04-23 06:36:00,1,1,1,6.56,43.0,1
2026-04-23 06:38:00,1,1,1,6.56,43.3,1
2026-04-23 06:40:00,1,1,1,6.52,43.7,0
2026-04-23 06:42:00,1,1,1,6.58,44.0,1
2026-04-23 06:44:00,1,1,1,6.6,42.9,1
2026-04-23 06:46:00,1,1,1,6.7,43.5,1
2026-04-23 06:48:00,1,1,1,6.7,44.3,1
2026-04-23 06:50:00,1,1,1,6.61,45.2,0
2026-04-23 06:52:00,1,1,1,6.53,44.4,1
2026-04-23 06:54:00,1,1,1,6.53,43.8,1
2026-04-23 06:56:00,1,1,1,6.52,45.0,1
2026-04-23 06:58:00,1,1,1,6.49,45.8,1
2026-04-23 07:00:00,1,1,1,6.48,46.1,1
2026-04-23 07:02:00,1,1,1,6.47,46.3,1
2026-04-23 07:04:00,1,1,1,6.46,46.8,1
2026-04-23 07:06:00,1,1,1,6.38,47.2,1
2026-04-23 07:08:00,1,1,1,6.4,47.2,1
2026-04-23 07:10:00,1,1,1,6.39,46.8,1
2026-04-23 07:12:00,1,1,1,6.42,46.0,1
2026-04-23 07:14:00,1,1,1,6.46,45.7,1
2026-04-23 07:16:00,1,1,1,6.37,45.2,0
2026-04-23 07:18:00,1,1,1,6.34,45.5,1
2026-04-23 07:20:00,1,1,1,6.38,44.9,1
2026-04-23 07:22:00,1,1,1,6.38,45.1,1
2026-04-23 07:24:00,1,1,1,6.34,45.1,1
2026-04-23 07:26:00,1,1,1,6.35,45.2,1
2026-04-23 07:28:00,1,1,1,6.42,46.2,1
2026-04-23 07:30:00,1,1,1,6.37,45.6,1
2026-04-23 07:32:00,1,1,1,6.37,45.9,1
2026-04-23 07:34:00,1,1,1,6.45,47.1,1
2026-04-23 07:36:00,1,1,1,6.46,47.9,1
2026-04-23 07:38:00,1,1,1,6.42,48.3,1
2026-04-23 07:40:00,1,1,1,6.45,48.5,1
2026-04-23 07:42:00,1,1,1,6.44,48.7,1
2026-04-23 07:44:00,1,1,1,6.49,48.5,1
2026-04-23 07:46:00,1,1,1,6.51,48.4,1
2026-04-23 07:48:00,1,1,1,6.5,47.3,1
2026-04-23 07:50:00,1,1,1,6.5,48.6,1
2026-04-23 07:52:00,1,1,1,6.51,46.9,1
2026-04-23 07:54:00,1,1,1,6.55,47.2,1
2026-04-23 07:56:00,1,1,1,6.53,47.2,1
2026-04-23 07:58:00,1,1,1,6.33,47.6,1
2026-04-23 08:00:00,1,1,1,6.3,47.2,1
2026-04-23 08:02:00,1,1,1,6.36,49.7,1
2026-04-23 08:04:00,1,1,1,6.31,50.0,1
2026-04-23 08:06:00,1,1,1,6.37,50.4,1
2026-04-23 08:08:00,1,1,1,6.37,50.6,1
2026-04-23 08:10:00,1,1,1,6.34,49.7,1
2026-04-23 08:12:00,1,1,1,6.3,50.3,1
2026-04-23 08:14:00,1,1,1,6.32,50.8,1
2026-04-23 08:16:00,1,1,1,6.32,52.6,1
2026-04-23 08:18:00,1,1,1,6.21,52.3,1
2026-04-23 08:20:00,1,1,1,6.22,53.3,1
2026-04-23 08:22:00,1,1,1,6.14,54.2,1
2026-04-23 08:24:00,1,1,1,6.12,55.0,1
2026-04-23 08:26:00,1,1,1,6.15,55.3,1
2026-04-23 08:28:00,1,1,1,6.13,56.4,1
2026-04-23 08:30:00,1,1,1,6.02,55.8,1
2026-04-23 08:32:00,1,1,1,6.0,55.3,1
2026-04-23 08:34:00,1,1,1,6.06,56.2,1
2026-04-23 08:36:00,1,1,1,6.16,54.2,0
2026-04-23 08:38:00,1,1,1,6.1,52.8,1
2026-04-23 08:40:00,1,1,1,6.05,51.1,1
2026-04-23 08:42:00,1,1,1,6.19,51.2,1
2026-04-23 08:44:00,1,1,1,6.23,52.3,1
2026-04-23 08:46:00,1,1,1,6.24,51.7,1
2026-04-23 08:48:00,1,0,1,6.27,51.7,1
2026-04-23 08:50:00,1,0,1,6.28,51.3,1
2026-04-23 08:52:00,1,0,1,6.32,50.8,1
2026-04-23 08:54:00,1,0,1,6.28,49.6,1
2026-04-23 08:56:00,1,1,1,6.27,49.7,1
2026-04-23 08:58:00,1,1,1,6.28,50.1,1
2026-04-23 09:00:00,1,1,1,6.25,48.5,1
2026-04-23 09:02:00,1,1,1,6.21,47.8,1
2026-04-23 09:04:00,1,1,1,6.31,48.7,1
2026-04-23 09:06:00,1,1,1,6.34,48.8,1
2026-04-23 09:08:00,1,1,1,6.3,48.7,1
2026-04-23 09:10:00,1,1,1,6.32,49.7,1
2026-04-23 09:12:00,1,1,1,6.36,49.2,1
2026-04-23 09:14:00,1,1,1,6.34,48.7,1
2026-04-23 09:16:00,1,1,1,6.36,48.6,1
2026-04-23 09:18:00,1,1,1,6.39,47.9,1
2026-04-23 09:20:00,1,1,1,6.38,47.4,1
2026-04-23 09:22:00,1,1,1,6.4,46.8,1
2026-04-23 09:24:00,1,1,1,6.41,46.8,1
2026-04-23 09:26:00,1,1,1,6.44,47.4,1
2026-04-23 09:28:00,1,1,1,6.4,46.6,1
2026-04-23 09:30:00,1,1,1,6.43,45.7,1
2026-04-23 09:32:00,1,1,1,6.4,46.4,1
2026-04-23 09:34:00,1,1,1,6.34,46.2,1
2026-04-23 09:36:00,1,1,1,6.28,45.7,1
2026-04-23 09:38:00,1,1,1,6.4,46.7,1
2026-04-23 09:40:00,1,1,1,6.44,47.3,1
2026-04-23 09:42:00,1,1,1,6.44,48.5,1
2026-04-23 09:44:00,1,1,1,6.38,50.0,1
2026-04-23 09:46:00,1,1,1,6.41,49.4,1
2026-04-23 09:48:00,1,1,1,6.35,50.4,1
2026-04-23 09:50:00,1,1,1,6.37,49.7,1
2026-04-23 09:52:00,1,1,1,6.25,49.8,1
2026-04-23 09:54:00,1,1,1,6.28,50.3,1
2026-04-23 09:56:00,1,1,1,6.3,49.6,1
2026-04-23 09:58:00,1,1,1,6.31,50.2,1
2026-04-23 10:00:00,1,1,1,6.3,50.2,1
2026-04-23 10:02:00,1,1,1,6.38,50.3,1
2026-04-23 10:04:00,1,1,1,6.39,51.7,1
2026-04-23 10:06:00,1,1,1,6.4,50.5,1
2026-04-23 10:08:00,1,1,1,6.5,51.9,1
2026-04-23 10:10:00,1,1,1,6.55,51.8,1
2026-04-23 10:12:00,1,1,1,6.64,52.2,1
2026-04-23 10:14:00,1,1,1,6.57,53.2,1
2026-04-23 10:16:00,1,1,1,6.63,52.8,1
2026-04-23 10:18:00,1,1,1,6.62,53.0,1
2026-04-23 10:20:00,1,1,1,6.59,53.3,1
2026-04-23 10:22:00,1,1,1,6.55,53.1,1
2026-04-23 10:24:00,1,1,1,6.53,52.8,1
2026-04-23 10:26:00,1,1,1,6.51,52.4,1
2026-04-23 10:28:00,1,1,1,6.53,52.1,1
2026-04-23 10:30:00,1,1,1,6.5,51.9,1
2026-04-23 10:32:00,1,1,1,6.44,50.0,1
2026-04-23 10:34:00,1,1,1,6.4,49.8,0
2026-04-23 10:36:00,0,1,1,6.32,50.0,1
2026-04-23 10:38:00,0,1,1,6.32,49.9,1
2026-04-23 10:40:00,0,1,1,6.44,49.2,1
2026-04-23 10:42:00,0,1,1,6.47,48.7,1
2026-04-23 10:44:00,0,1,1,6.39,48.0,1
2026-04-23 10:46:00,0,1,1,6.38,46.9,1
2026-04-23 10:48:00,0,1,1,6.33,46.2,1
2026-04-23 10:50:00,0,1,1,6.39,48.4,1
2026-04-23 10:52:00,0,1,1,6.46,48.3,1
2026-04-23 10:54:00,0,1,1,6.53,49.1,1
2026-04-23 10:56:00,0,1,1,6.47,49.5,1
2026-04-23 10:58:00,0,1,1,6.4,49.2,1
2026-04-23 11:00:00,0,1,1,6.42,48.6,1
2026-04-23 11:02:00,0,1,1,6.41,48.1,1
2026-04-23 11:04:00,0,1,1,6.39,46.7,1
2026-04-23 11:06:00,0,1,1,6.38,45.2,1
2026-04-23 11:08:00,0,1,1,6.41,45.3,1
2026-04-23 11:10:00,0,1,1,6.33,45.8,1
2026-04-23 11:12:00,0,1,1,6.34,45.6,1
2026-04-23 11:14:00,0,1,1,6.43,45.1,1
2026-04-23 11:16:00,0,1,1,6.52,44.7,1
2026-04-23 11:18:00,0,1,1,6.46,43.0,1
2026-04-23 11:20:00,0,1,1,6.46,41.4,1
2026-04-23 11:22:00,0,1,1,6.49,42.9,1
2026-04-23 11:24:00,0,1,1,6.53,42.0,1
2026-04-23 11:26:00,0,1,1,6.6,41.5,1
2026-04-23 11:28:00,0,1,1,6.58,41.2,0
2026-04-23 11:30:00,0,1,1,6.66,41.0,1
2026-04-23 11:32:00,0,1,1,6.67,39.6,1
2026-04-23 11:34:00,0,1,1,6.63,39.1,1
2026-04-23 11:36:00,0,1,1,6.64,39.6,0
2026-04-23 11:38:00,0,1,1,6.72,38.9,1
2026-04-23 11:40:00,0,1,1,6.69,38.5,1
2026-04-23 11:42:00,0,1,1,6.73,39.1,1
2026-04-23 11:44:00,0,1,1,6.69,39.4,1
2026-04-23 11:46:00,0,1,1,6.67,38.8,1
2026-04-23 11:48:00,0,1,1,6.76,37.8,1
2026-04-23 11:50:00,0,1,1,6.72,39.5,1
2026-04-23 11:52:00,0,1,1,6.69,39.5,1
2026-04-23 11:54:00,0,1,1,6.74,39.8,0
2026-04-23 11:56:00,0,1,1,6.71,40.3,0
2026-04-23 11:58:00,0,1,1,6.71,41.4,0
2026-04-23 12:00:00,0,1,1,6.66,41.1,1
2026-04-23 12:02:00,0,1,1,6.66,40.7,1
2026-04-23 12:04:00,0,1,1,6.73,40.3,1
2026-04-23 12:06:00,0,1,1,6.72,40.0,1
2026-04-23 12:08:00,0,1,1,6.69,39.9,1
2026-04-23 12:10:00,0,1,1,6.72,40.1,1
2026-04-23 12:12:00,0,1,1,6.8,40.4,0
2026-04-23 12:14:00,0,1,1,6.8,39.9,1
2026-04-23 12:16:00,0,1,1,6.8,41.1,1
2026-04-23 12:18:00,0,1,1,6.78,40.9,1
2026-04-23 12:20:00,0,1,1,6.75,40.8,1
2026-04-23 12:22:00,0,1,1,6.75,41.5,1
2026-04-23 12:24:00,0,1,1,6.76,41.6,1
2026-04-23 12:26:00,0,1,1,6.84,41.1,1
2026-04-23 12:28:00,0,1,1,6.87,42.6,1
2026-04-23 12:30:00,0,1,1,6.91,42.0,1
2026-04-23 12:32:00,0,1,1,6.96,43.3,1
2026-04-23 12:34:00,0,1,1,6.95,43.9,1
2026-04-23 12:36:00,0,1,1,6.88,44.2,1
2026-04-23 12:38:00,0,1,1,6.86,44.1,1
2026-04-23 12:40:00,0,1,1,6.9,43.2,1
2026-04-23 12:42:00,0,1,1,6.94,43.5,0
2026-04-23 12:44:00,0,1,1,6.85,42.9,1
2026-04-23 12:46:00,0,1,1,6.84,43.3,0
2026-04-23 12:48:00,0,1,1,6.89,43.2,1
2026-04-23 12:50:00,0,1,1,6.82,43.3,1
2026-04-23 12:52:00,0,1,1,6.78,43.0,1
2026-04-23 12:54:00,0,1,1,6.82,44.0,1
2026-04-23 12:56:00,0,1,1,6.78,43.6,1
2026-04-23 12:58:00,0,1,1,6.78,43.9,1
2026-04-23 13:00:00,0,1,1,6.7,44.8,1
2026-04-23 13:02:00,0,1,1,6.7,44.2,1
2026-04-23 13:04:00,0,1,1,6.77,44.4,1
2026-04-23 13:06:00,0,1,1,6.79,43.0,1
2026-04-23 13:08:00,0,1,1,6.8,42.6,1
2026-04-23 13:10:00,0,1,1,6.83,43.3,0
2026-04-23 13:12:00,0,1,1,6.87,44.2,1
2026-04-23 13:14:00,0,1,1,6.87,43.7,1
2026-04-23 13:16:00,0,1,1,6.88,43.5,1
2026-04-23 13:18:00,0,1,1,6.85,42.4,1
2026-04-23 13:20:00,0,1,1,6.83,42.4,1
2026-04-23 13:22:00,0,1,1,6.91,41.5,1
2026-04-23 13:24:00,0,1,1,6.9,40.3,1
2026-04-23 13:26:00,0,1,1,6.96,41.1,1
2026-04-23 13:28:00,0,1,1,6.94,40.7,1
2026-04-23 13:30:00,0,1,1,6.96,39.4,1
2026-04-23 13:32:00,0,1,1,7.02,37.8,0
2026-04-23 13:34:00,0,1,1,6.97,37.9,1
2026-04-23 13:36:00,0,1,1,7.01,38.6,0
2026-04-23 13:38:00,0,1,1,6.97,40.0,1
2026-04-23 13:40:00,0,1,1,6.96,40.4,1
2026-04-23 13:42:00,0,1,1,6.99,40.9,1
2026-04-23 13:44:00,0,1,1,6.99,40.2,1
2026-04-23 13:46:00,0,1,1,6.95,40.2,1
2026-04-23 13:48:00,0,1,1,6.96,39.8,1
2026-04-23 13:50:00,0,1,1,6.92,39.8,1
2026-04-23 13:52:00,0,1,1,6.8,39.3,1
2026-04-23 13:54:00,0,1,1,6.78,38.9,1
2026-04-23 13:56:00,0,1,1,6.77,40.0,1
2026-04-23 13:58:00,0,1,1,6.73,39.8,1
2026-04-23 14:00:00,0,1,1,6.73,38.8,1
2026-04-23 14:02:00,0,1,1,6.64,38.7,1
2026-04-23 14:04:00,0,1,1,6.58,39.1,1
2026-04-23 14:06:00,0,1,1,6.55,38.8,1
2026-04-23 14:08:00,0,1,1,6.59,38.7,1
2026-04-23 14:10:00,0,1,1,6.67,38.3,1
2026-04-23 14:12:00,0,1,1,6.73,39.6,1
2026-04-23 14:14:00,0,1,1,6.67,39.5,1
2026-04-23 14:16:00,0,1,1,6.63,39.7,1
2026-04-23 14:18:00,0,1,1,6.71,38.2,1
2026-04-23 14:20:00,0,1,1,6.7,38.1,1
2026-04-23 14:22:00,0,1,1,6.61,38.4,1
2026-04-23 14:24:00,0,1,1,6.54,38.1,1
2026-04-23 14:26:00,0,1,1,6.48,37.0,1
2026-04-23 14:28:00,0,1,1,6.55,37.5,1
2026-04-23 14:30:00,0,1,1,6.55,36.7,1
2026-04-23 14:32:00,0,1,1,6.6,37.5,1
2026-04-23 14:34:00,0,1,1,6.57,37.4,1
2026-04-23 14:36:00,0,1,1,6.6,39.1,1
2026-04-23 14:38:00,0,1,1,6.61,38.1,1
2026-04-23 14:40:00,0,1,1,6.64,37.8,1
2026-04-23 14:42:00,0,1,1,6.64,37.0,1
2026-04-23 14:44:00,0,1,1,6.67,37.1,1
2026-04-23 14:46:00,0,1,1,6.75,37.4,1
2026-04-23 14:48:00,0,1,0,6.63,38.4,0
2026-04-23 14:50:00,0,1,0,6.7,38.4,0
2026-04-23 14:52:00,0,1,0,6.73,40.1,0
2026-04-23 14:54:00,0,1,0,6.75,40.5,0
2026-04-23 14:56:00,0,1,0,6.74,39.2,0
2026-04-23 14:58:00,0,1,0,6.75,38.5,0
2026-04-23 15:00:00,0,1,0,6.76,38.8,0
2026-04-23 15:02:00,0,1,0,6.74,37.7,0
2026-04-23 15:04:00,0,1,0,6.82,38.0,0
2026-04-23 15:06:00,0,1,0,6.73,38.8,0
2026-04-23 15:08:00,0,1,0,6.71,38.9,0
2026-04-23 15:10:00,0,1,0,6.69,38.8,0
2026-04-23 15:12:00,0,1,0,6.71,38.8,0
2026-04-23 15:14:00,0,1,0,6.74,38.1,0
2026-04-23 15:16:00,0,1,1,6.76,37.8,1
2026-04-23 15:18:00,0,1,1,6.69,37.8,1
2026-04-23 15:20:00,0,1,1,6.68,38.2,1
2026-04-23 15:22:00,0,1,1,6.73,39.4,1
2026-04-23 15:24:00,0,1,1,6.68,38.9,1
2026-04-23 15:26:00,0,1,1,6.74,37.8,1
2026-04-23 15:28:00,0,1,1,6.79,38.5,1
2026-04-23 15:30:00,0,1,1,6.75,38.4,1
2026-04-23 15:32:00,0,1,0,6.74,38.0,0
2026-04-23 15:34:00,0,1,0,6.73,37.7,0
2026-04-23 15:36:00,0,1,0,6.7,37.6,0
2026-04-23 15:38:00,0,1,0,6.72,37.9,0
2026-04-23 15:40:00,0,1,0,6.77,38.8,0
2026-04-23 15:42:00,0,1,0,6.62,38.8,0
2026-04-23 15:44:00,0,1,0,6.65,39.9,0
2026-04-23 15:46:00,0,1,0,6.59,38.2,0
2026-04-23 15:48:00,0,1,0,6.63,38.3,0
2026-04-23 15:50:00,0,1,0,6.64,37.5,0
2026-04-23 15:52:00,0,1,0,6.69,38.1,0
2026-04-23 15:54:00,0,1,0,6.73,38.5,0
2026-04-23 15:56:00,0,1,0,6.7,38.1,0
2026-04-23 15:58:00,0,1,0,6.75,37.6,0
2026-04-23 16:00:00,0,1,0,6.75,37.2,0
2026-04-23 16:02:00,0,1,0,6.84,37.0,0
2026-04-23 16:04:00,0,1,0,6.77,36.8,0
